atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1006.9,Cumulonimbus,East,73.8,Orange,Low,Rise,Low,Yes
1011.8,Cumulonimbus,South,72.2,Blue,High,Decline,High,Yes
1013.3,Cumulonimbus,West,43.7,Blue,High,Stable,High,Yes
1004.4,Stratus,East,75.7,Gray,Medium,Decline,Medium,No
1013.7,Cumulonimbus,East,72.7,Gray,Low,Stable,High,Yes
1011.9,Cirrus,South,71.9,Orange,High,Stable,Low,Yes
1005.5,Cumulonimbus,South,54.2,Orange,Medium,Stable,Medium,Yes
1003.4,Cumulonimbus,South,84.8,Green,High,Decline,High,No
1013.4,Cumulonimbus,South,65,Gray,High,Stable,High,Yes
1007,Cirrus,East,47.7,Green,Low,Decline,Low,No
1024.7,Cumulonimbus,East,79,Gray,Low,Rise,High,No
1013.8,Cumulonimbus,West,53.5,Gray,Medium,Decline,High,Yes
1013.7,Cumulonimbus,East,53.1,Gray,Low,Decline,Medium,Yes
1013.4,Cirrus,East,48.3,Orange,Low,Decline,Low,Yes
1012.3,Cumulonimbus,East,53,Gray,High,Decline,High,Yes
1011.9,Cumulonimbus,West,44,Orange,High,Decline,Low,Yes
1003.1,Cirrus,South,46.3,Gray,High,Stable,Medium,No
1012.9,Cumulonimbus,South,62.7,Orange,High,Stable,Medium,Yes
1011.1,Cirrus,East,61.4,Gray,Medium,Decline,Low,Yes
1013.2,Cumulonimbus,East,46.2,,Low,,High,Yes
1013.3,Stratus,East,62.9,Orange,Low,,High,Yes
1011.8,Cirrus,East,61.8,,Medium,Decline,Low,Yes
1012.9,Cumulonimbus,East,67.6,Orange,Low,Decline,Low,Yes
1005.9,Cirrus,East,83.4,,Low,Decline,Medium,No
1013.5,Cumulonimbus,East,58.9,Orange,Low,Decline,Medium,Yes
1019.2,Cumulonimbus,East,84.6,Green,Low,Decline,Low,No
1002.2,Cirrus,West,82.5,Blue,High,Stable,High,No
1004.7,Cirrus,South,79.6,Green,High,Decline,High,No
1006.1,Cirrus,South,84.9,Green,Medium,Rise,Medium,No
1006.5,Cirrus,South,82.4,Green,High,Decline,High,No
1011.1,Cumulonimbus,East,62.4,Blue,Low,Decline,Low,Yes
1006.3,Cumulonimbus,North,78.2,Green,Medium,Decline,Low,No
1002.9,Cirrus,South,81.1,Gray,High,,Low,No
1003.8,Cirrus,East,83.7,Green,Low,Decline,Low,No
1011.2,Cumulonimbus,South,51.9,Gray,High,Decline,High,Yes
1014,Cirrus,East,57.2,Orange,High,Rise,High,Yes
1006.8,Cirrus,East,77.4,Green,High,Decline,Low,No
1003.9,Cumulonimbus,South,51.2,Orange,Medium,Stable,High,Yes
1002.6,Cirrus,East,80.7,Green,Low,Decline,Low,No
1019.2,Cumulonimbus,South,81.2,Gray,High,Stable,High,No
1011.9,Cumulonimbus,East,54.6,Orange,Medium,Rise,Low,Yes
1006.2,Cumulonimbus,West,83.5,Green,High,Decline,High,No
1011.4,Cumulonimbus,South,57.1,Orange,High,Stable,High,Yes
1012.8,Cumulonimbus,,52.7,Orange,Medium,Stable,High,Yes
1003.3,Cirrus,West,40.3,Green,Medium,Decline,High,No
1002.3,Cirrus,East,75.4,Green,Low,Decline,High,No
1012.2,Cumulonimbus,West,62.5,Orange,High,Stable,High,Yes
1011,Cumulonimbus,East,73.2,Orange,High,Decline,Low,Yes
1013.2,Cumulonimbus,South,50.3,Orange,High,Stable,Medium,Yes
1014,Cirrus,East,72.8,Orange,Medium,Decline,High,Yes
1023.3,Cirrus,East,82.9,Green,Low,Decline,Medium,No
1004.9,Cirrus,,78.8,,High,Rise,Low,No
1005,Cirrus,East,81.2,Gray,High,Decline,Low,No
1002.8,Cirrus,South,80.2,Gray,Medium,Stable,Medium,No
1005.8,Cirrus,,80.7,Green,Low,Rise,Low,No
1011.5,Cumulonimbus,West,46.2,Orange,Low,Rise,High,Yes
1018.3,Cirrus,East,43.4,Blue,High,Decline,Low,No
1012.9,Cirrus,West,72.8,Orange,High,Stable,Low,Yes
1002.4,Cumulonimbus,South,61.2,Orange,High,Rise,Medium,Yes
1013.2,Cumulonimbus,East,56.7,Orange,Low,Decline,High,Yes
1002.5,Cirrus,South,85,Blue,High,Stable,High,No
1002.9,Cumulonimbus,East,45.1,Green,Low,Stable,High,No
1013.4,Cumulonimbus,South,59.9,Orange,High,Stable,High,Yes
1019.4,Cumulonimbus,South,78,Green,Low,Stable,High,No
1013,Stratus,South,56.5,Orange,Low,Decline,High,Yes
1002.1,Stratus,South,77.5,Green,High,Stable,Medium,No
1013.8,Cumulonimbus,East,65,Orange,High,Decline,High,Yes
1005.5,Cirrus,East,78.1,Green,Low,Decline,Low,No
1012.5,Cumulonimbus,East,61.6,Orange,Low,Decline,Medium,Yes
1003.2,Cumulonimbus,South,81.2,,High,Stable,High,No
1012.5,Cumulonimbus,East,69.9,Orange,Medium,Decline,High,Yes
1004.3,Cumulonimbus,South,53.2,Orange,High,Rise,High,Yes
1002,Cirrus,North,76.2,Green,Low,Rise,High,No
1012.7,Cumulonimbus,East,57.4,Orange,Low,Decline,Low,Yes
1012.2,Cirrus,West,54.7,Blue,Low,Decline,Low,Yes
1023.2,Cumulonimbus,East,84.5,,Low,Decline,Low,No
1005.3,Cirrus,,82.6,Gray,High,Decline,High,No
1005.3,Cirrus,South,46.8,Green,High,Stable,High,No
1002.4,Cirrus,East,84.6,Green,Low,Decline,High,No
1003.9,Stratus,East,84.9,Green,Low,Decline,Low,No
1013.9,Cumulonimbus,East,48.5,Orange,Low,Stable,Medium,Yes
1004.6,Cirrus,South,83.7,Green,High,,Medium,No
1006.7,Cirrus,East,84,Green,High,,Low,No
1002,Cumulonimbus,South,62.3,Orange,Medium,Stable,High,Yes
1013.7,Cirrus,East,51.7,Orange,Low,Decline,Medium,Yes
1003.4,Cirrus,South,42.8,Green,High,Decline,Low,No
1004.1,Cirrus,East,77.3,Green,Low,Stable,High,No
1004.4,Cirrus,West,81.4,Blue,Medium,Decline,Medium,No
1011.3,Stratus,East,69.9,Orange,Medium,Decline,Low,Yes
1006.3,Cumulonimbus,West,84.6,Green,High,Stable,High,No
1013,Cumulonimbus,East,66.3,Orange,High,Rise,High,Yes
1012.2,Cumulonimbus,East,56.7,Orange,High,Rise,High,Yes
1004.6,Cirrus,South,62.2,Blue,High,Stable,Low,Yes
1003.9,Stratus,,83.9,Blue,Low,Decline,Medium,No
1012.4,Stratus,South,58.6,Orange,High,Decline,High,Yes
1012.4,Cirrus,South,60.7,Orange,Low,Stable,High,Yes
1003.6,Cirrus,West,83.9,Gray,Low,Decline,Medium,No
1006.8,Cumulonimbus,South,77.7,Green,Medium,Stable,Low,No
1005.2,Cirrus,East,77.4,,High,Decline,Low,No
1019.9,Cirrus,West,76.4,Green,High,Stable,High,No
1013,Cumulonimbus,East,72.6,Orange,High,Stable,High,Yes
1005.4,Cirrus,South,56.2,Gray,Medium,,Medium,Yes
1005.8,Cirrus,West,82.3,Blue,High,Decline,Medium,No
1005.6,Stratus,North,80.4,Gray,Low,Decline,Low,No
1011.3,Cirrus,East,68.8,Orange,Low,Rise,Low,Yes
1024.9,Cirrus,East,76.2,Green,Low,Stable,Low,No
1012.3,Cumulonimbus,East,68.7,Gray,High,Decline,Low,Yes
1011.6,Cumulonimbus,,50.5,Orange,Medium,Decline,Medium,Yes
1011.8,Cumulonimbus,East,72.2,Orange,Low,Decline,Medium,Yes
1005.4,Cirrus,South,78.7,Green,High,Stable,High,No
1002.9,Stratus,West,77.3,Blue,Low,Decline,Medium,No
1013.2,Cirrus,East,68.5,Blue,Low,Decline,Low,Yes
1013,Stratus,East,73.6,Orange,High,Decline,Low,Yes
1002.2,Cirrus,East,80.5,Green,Low,Rise,Low,No
1003.8,Stratus,East,82.2,Green,Low,Decline,Low,No
1013.6,Cumulonimbus,South,73.3,Orange,High,Rise,High,Yes
1013.9,Cirrus,East,47.6,Blue,Low,Decline,Low,Yes
1002,Cumulonimbus,East,40.4,,Low,Rise,Low,Yes
1003.9,Cumulonimbus,East,54.7,Orange,High,Decline,Low,Yes
1013.9,Cumulonimbus,East,54.8,Orange,Medium,Stable,Low,Yes
1013.3,Cumulonimbus,West,71.7,Gray,High,Decline,High,Yes
1004.5,Cirrus,West,83.6,Green,High,Stable,Medium,No
1013.3,Cirrus,East,71.6,Orange,Low,Decline,High,Yes
1012.5,Cumulonimbus,South,54.1,Orange,High,Rise,Medium,Yes
1002.8,Cirrus,,76.4,Green,Low,Rise,High,No
1005.7,Cirrus,South,83.2,Gray,Medium,Decline,High,No
1012.7,Cumulonimbus,West,71.6,Orange,Low,Stable,High,Yes
1006.8,Cirrus,East,76.2,Green,Low,Decline,Low,No
1004.9,Cirrus,East,81.3,Gray,Low,Decline,Low,No
1002.7,Cumulonimbus,West,76.9,Green,Low,Decline,Low,No
1011.3,Stratus,East,50.1,Orange,Low,Decline,Medium,Yes
1002.2,Cumulonimbus,East,83.2,Green,Medium,Decline,Low,No
1013,Cumulonimbus,North,51.4,Orange,Low,Decline,Low,Yes
1011,Cumulonimbus,East,68.8,Blue,High,Stable,Low,Yes
1003.5,Cirrus,East,80.7,Green,Low,Decline,Medium,No
1020.7,Cirrus,North,77.1,Gray,Medium,Decline,Low,No
1004.2,Cirrus,South,79.9,Green,High,Rise,High,No
1011,Cumulonimbus,East,54.1,Gray,Low,Decline,Medium,Yes
1003.1,Cirrus,East,64.6,Blue,Low,Decline,Low,Yes
1012.6,Cumulonimbus,South,40.2,Orange,Low,Stable,High,Yes
1011,Cumulonimbus,South,70.5,Orange,High,Rise,High,Yes
1004,Cirrus,North,76.3,Green,Low,Rise,Low,No
1003.2,Cumulonimbus,East,53.6,,High,Decline,Low,Yes
1005.2,Stratus,East,80.9,Gray,Medium,Decline,Low,No
1012.7,Cumulonimbus,East,68.2,Orange,High,Decline,Low,Yes
1006,Cirrus,East,84.3,Blue,Low,Decline,Low,No
1003.7,Cirrus,East,77.3,Blue,High,Stable,Medium,No
1004,Cirrus,South,40.7,Green,High,Stable,High,No
1002.9,Cumulonimbus,South,51,Orange,Low,Stable,High,Yes
1014,Stratus,South,70.9,Orange,Medium,Stable,High,Yes
1011.2,Stratus,East,73.8,Blue,Medium,Decline,Low,Yes
1012.9,Cumulonimbus,South,65.5,Orange,High,Stable,Medium,Yes
1006.7,Cumulonimbus,East,41.5,Blue,Medium,Decline,Low,Yes
1003.1,Stratus,South,77.9,Blue,High,Stable,High,No
1005.5,Cirrus,South,80,Green,High,Stable,Medium,No
1013.9,Cumulonimbus,South,62.8,Orange,High,Stable,Low,Yes
1006.2,Cirrus,East,79.7,Green,Low,Decline,Medium,No
1006.2,Cirrus,East,80.7,Blue,Medium,Stable,High,No
1003.8,Cumulonimbus,South,78.7,,Medium,Stable,Medium,No
1005.2,Stratus,South,42.5,Green,High,Stable,High,No
1021.7,Cirrus,South,83.8,Blue,Low,Rise,High,No
1013.6,Cumulonimbus,East,44.8,Orange,Low,Rise,Low,Yes
1005.6,Cirrus,East,75.4,Blue,Low,Decline,Low,No
1013.2,Cumulonimbus,North,66,Orange,Low,Decline,Low,Yes
1002.2,Cirrus,South,83.8,Gray,High,Decline,Medium,No
1011.9,Cumulonimbus,East,48,Orange,Medium,Stable,High,Yes
1002.8,Cirrus,East,80.4,Green,Low,Decline,Low,No
1011.8,Stratus,East,66.7,Orange,Low,Decline,Medium,Yes
1012.7,Cumulonimbus,South,44.9,Blue,Low,Decline,Medium,Yes
1012.7,Cumulonimbus,South,67.4,Orange,High,Rise,Medium,Yes
1005.5,Cirrus,East,84.4,Green,Low,Decline,Medium,No
1021.6,Cirrus,East,76.6,Green,Low,Decline,Low,No
1003.2,Cirrus,North,83.4,Green,Low,Decline,Low,No
1007,Cumulonimbus,West,82,Green,High,Stable,Medium,No
1004.5,Cirrus,South,75.6,Green,High,Stable,High,No
1012.3,Cumulonimbus,East,62,Orange,Medium,Rise,Medium,Yes
1012.7,Stratus,South,61.7,Gray,High,Rise,High,Yes
1006.7,Cirrus,,75.9,Green,High,Stable,Medium,No
1013.3,Stratus,South,48.6,Orange,Low,Stable,High,Yes
1013.9,Cumulonimbus,East,55.5,Blue,Low,Stable,Low,Yes
1012.3,Cumulonimbus,South,64.1,Blue,High,Stable,High,Yes
1012,Stratus,East,51.7,Orange,Low,Decline,Low,Yes
1004.7,Cirrus,South,79.4,Gray,High,Rise,Low,No
1002.7,Cirrus,South,43.3,Blue,High,Rise,High,No
1004.3,Cirrus,East,80.4,Green,Low,Decline,High,No
1005.8,Stratus,South,62.9,Orange,High,Stable,High,Yes
1011.3,Cumulonimbus,South,60.1,Orange,Low,Stable,High,Yes
1011.4,Cumulonimbus,East,57,Orange,Low,Decline,Low,Yes
1003.7,Cumulonimbus,South,76.3,Green,Low,Rise,Low,No
1012.9,Cumulonimbus,East,65.3,Gray,Low,Decline,Low,Yes
1002.4,Cirrus,West,82,Green,High,Stable,High,No
1002.5,Cirrus,South,83.7,Green,High,Stable,High,No
1012.1,Cumulonimbus,South,72.4,Orange,Medium,Stable,High,Yes
1004.7,Cirrus,East,83,Gray,Low,Stable,High,No
1012.1,Cirrus,East,48.4,Orange,High,Stable,Low,Yes
1011.1,Cirrus,South,68.2,Orange,Low,Stable,High,Yes
1021.8,Cirrus,South,78.4,Blue,Low,Decline,Low,No
1011.8,Cumulonimbus,East,70.5,Orange,Medium,Decline,Low,Yes
1014,Cumulonimbus,East,54.5,Orange,Low,Decline,Low,Yes
1002.3,Stratus,South,64,Orange,High,Stable,Medium,Yes
1011.1,Cumulonimbus,South,62.9,Orange,High,Stable,Medium,Yes
1011.7,Cumulonimbus,South,64.8,Orange,High,Rise,High,Yes
1012.6,Cirrus,South,40.3,Orange,High,Stable,Medium,Yes
1011.1,Cumulonimbus,East,70.8,Orange,Low,Decline,High,Yes
1013.6,Cirrus,East,46.2,Orange,Low,Decline,Medium,Yes
1002.8,Cumulonimbus,East,44.7,Green,Medium,Stable,Low,No
1012.1,Cumulonimbus,East,67.7,Orange,High,Decline,High,Yes
1004.9,Stratus,East,76,Gray,Low,Decline,Low,No
1023.2,Stratus,East,79.7,Green,Medium,,High,No
1005.1,Cirrus,East,76.2,Blue,High,Stable,High,No
1005.8,Cumulonimbus,East,79.6,Blue,Low,Rise,High,No
1002.4,Cumulonimbus,East,80.5,Gray,Low,Decline,Low,No
1013.4,Cumulonimbus,East,64.7,Orange,Low,,High,Yes
1006.4,Cirrus,East,78.8,Green,High,Decline,High,No
1013.4,Cumulonimbus,,52.7,Orange,Low,Stable,Low,Yes
1003.9,Stratus,South,79.6,Gray,High,,High,No
1013.3,Stratus,East,52.6,Orange,High,Decline,Low,Yes
1002.2,Cumulonimbus,East,52.1,Orange,Low,Decline,Low,Yes
1002.9,Cirrus,South,42.7,Gray,Medium,Stable,High,No
1002.5,Stratus,East,40.1,Orange,Low,Decline,Low,Yes
1014,Stratus,East,60,Orange,Medium,Stable,Low,Yes
1003.8,Cumulonimbus,South,60.9,Blue,High,Stable,High,Yes
1012.9,Cumulonimbus,East,54.1,Blue,Low,Rise,Low,Yes
1005.7,Stratus,South,76,Green,Low,Decline,High,No
1013,Cumulonimbus,South,64,Gray,High,Stable,High,Yes
1002.8,Cirrus,West,80.7,Green,Low,Decline,Low,No
1002.2,Stratus,West,42.2,Green,High,Stable,High,No
1013.3,Cumulonimbus,South,43.8,Orange,High,Stable,High,Yes
1005.4,Stratus,East,79.2,Green,Low,Decline,Low,No
1004.6,Cumulonimbus,North,50.9,,Low,Decline,Low,Yes
1005.4,Cumulonimbus,South,44.4,Orange,High,Stable,High,Yes
1002.7,Cirrus,,76.3,Blue,High,Decline,Low,No
1013,Cumulonimbus,South,53.6,Orange,High,Stable,High,Yes
1003.1,Stratus,West,47.4,Green,High,Stable,High,No
1004.5,Stratus,East,79.7,,High,Stable,High,No
1012.7,Stratus,South,70.8,Orange,High,Decline,Medium,Yes
1024.9,Cirrus,East,78.1,Green,Low,Decline,Low,No
1013.1,Cumulonimbus,West,72.7,Orange,Low,Decline,Low,Yes
1022,Cirrus,East,83.8,Gray,Low,Stable,Low,No
1002.4,Cirrus,East,48.7,Green,Low,Decline,Low,No
1014,Cumulonimbus,South,56.4,Orange,High,Stable,Low,Yes
1004.2,Cirrus,,78.8,Blue,Low,Decline,Low,No
1004.1,Cirrus,East,79,Green,Low,Decline,Low,No
1002.8,Cumulonimbus,West,68.5,Gray,Medium,Rise,Medium,Yes
1006.2,Cirrus,South,82.9,Green,High,Rise,High,No
1012,Stratus,North,48.2,Orange,Medium,,Low,Yes
1005.7,Cumulonimbus,South,59.3,Orange,High,Stable,Medium,Yes
1011,Cumulonimbus,East,52.4,Orange,Low,Decline,Low,Yes
1014,Cumulonimbus,West,46,Blue,High,Stable,Low,Yes
1011.3,Cumulonimbus,East,60.8,Blue,Medium,Decline,High,Yes
1002.7,Cumulonimbus,East,53.5,Orange,High,,Low,Yes
1012,Stratus,South,69.1,Orange,High,Stable,High,Yes
1013.3,Stratus,East,62.5,Orange,Low,Stable,Low,Yes
1013.7,Cumulonimbus,West,50.7,Orange,High,Stable,High,Yes
1004.4,Cirrus,West,79.2,Green,Low,Decline,Low,No
1004.4,Cumulonimbus,West,79.8,Green,Low,Decline,Low,No
1006.4,Cirrus,West,84.9,Green,High,Decline,Low,No
1003.1,Cirrus,East,76.7,Blue,Low,Rise,Low,No
1005.3,Cirrus,East,82.8,Green,Low,Decline,Low,No
1002.5,Cumulonimbus,South,69.8,Orange,High,Rise,Low,Yes
1004.6,Cumulonimbus,North,71.5,Orange,Medium,Rise,Medium,Yes
1012.2,Stratus,East,45.7,Orange,Low,Stable,Low,Yes
1013.4,Cumulonimbus,East,65.3,Orange,Low,Decline,High,Yes
1012.3,Cumulonimbus,South,58.1,Blue,High,Stable,Low,Yes
1002.2,Cirrus,East,75.7,Green,Low,Decline,Low,No
1002.1,Cirrus,South,79.5,Green,High,Stable,Low,No
1005.3,Cumulonimbus,East,67,Orange,High,Rise,High,Yes
1006.2,Cumulonimbus,East,40.9,,High,,Low,No
1005.6,Stratus,East,43.9,Green,Low,Decline,Low,No
1011.1,Cumulonimbus,South,57.6,Orange,High,Rise,Medium,Yes
1013.7,Cirrus,West,59.9,Orange,Low,,Low,Yes
1013,Cumulonimbus,,71.4,Gray,High,Stable,High,Yes
1003.8,Cirrus,East,84.7,Green,Medium,Rise,High,No
1013.4,Cumulonimbus,East,56.5,Blue,Medium,Stable,Low,Yes
1002.3,Cirrus,East,76.4,Gray,High,Rise,High,No
1006.2,Stratus,West,83.9,Green,Medium,Decline,Low,No
1019,Cirrus,South,76.5,Green,Low,Stable,Medium,No
1002.6,Stratus,East,45.7,Orange,Low,Decline,Low,Yes
1004.7,Cirrus,East,80.8,Green,Low,Decline,Low,No
1012.3,Cumulonimbus,East,57.7,Orange,Low,Decline,Medium,Yes
1004.7,Cirrus,East,81.8,Green,High,Stable,High,No
1002.9,Cumulonimbus,East,47,Orange,High,Rise,Medium,Yes
1004.2,Cumulonimbus,East,67.4,Blue,Low,Decline,Medium,Yes
1013,Cirrus,East,50,Orange,Low,Decline,Low,Yes
1003.7,Cirrus,West,76.4,Blue,High,Rise,High,No
1002.4,Cumulonimbus,South,59.3,Orange,Low,Stable,High,Yes
1012.5,Cumulonimbus,East,63.7,Orange,Low,Decline,Low,Yes
1006.5,Cirrus,South,85,Blue,High,Decline,High,No
1005.2,Cirrus,South,75.9,Green,Low,Decline,Low,No
1005.4,Cirrus,West,82.6,Green,Medium,Stable,Medium,No
1003.3,Cirrus,East,68.6,Orange,High,Rise,Low,Yes
1021.9,Cumulonimbus,South,43.1,Green,Low,Rise,High,No
1006.9,Stratus,South,48,Orange,High,Stable,Low,Yes
1004.6,Cirrus,South,76.1,Green,High,Stable,Medium,No
1020.1,Cirrus,South,76.5,Green,High,Decline,High,No
1012.4,Stratus,East,56.3,Orange,Low,Decline,High,Yes
1013.5,Cumulonimbus,West,55.8,Orange,Low,Rise,Low,Yes
1004.3,Cirrus,South,76.6,Green,High,Decline,High,No
1011,Stratus,South,62.2,Orange,High,Stable,Low,Yes
1019.2,Cirrus,West,78.7,Gray,Low,Decline,Low,No
1011.9,Cirrus,West,56.8,Orange,Medium,,Medium,Yes
1012.2,Cumulonimbus,South,67.7,Orange,Low,Decline,Medium,Yes
1002.7,Cirrus,South,71.4,Blue,High,Stable,High,Yes
1011.4,Cumulonimbus,East,54.6,,Low,Decline,Low,Yes
1004,Cumulonimbus,South,71.7,Orange,High,Stable,High,Yes
1012.5,Cumulonimbus,North,67.3,Gray,Low,Decline,Low,Yes
1005.3,Cirrus,East,78.8,Blue,Low,Decline,Low,No
1023.4,Cumulonimbus,North,82.5,Gray,High,Decline,Low,No
1011.6,Stratus,East,48.6,Orange,High,Stable,High,Yes
1003.4,Cirrus,West,83.3,,Medium,Stable,High,No
1012.8,Stratus,,68.4,Orange,High,Stable,High,Yes
1013,Cirrus,West,46.3,Orange,High,Stable,High,Yes
1005.5,Cirrus,East,76.9,Blue,Medium,Decline,Low,No
1003.1,Cumulonimbus,South,59.2,Orange,Low,Rise,High,Yes
1004.1,Cirrus,South,83.7,Blue,Medium,Decline,High,No
1003.3,Cumulonimbus,South,62.7,Blue,High,Stable,High,Yes
1005.8,Cirrus,East,83.4,Green,Low,Rise,Medium,No
1012.1,Cumulonimbus,East,51.6,Orange,Low,Decline,Low,Yes
1011.8,Cumulonimbus,West,59.4,Orange,Low,Decline,Low,Yes
1024.6,Cirrus,South,77.7,Green,High,Stable,High,No
1007,Cirrus,East,79.2,Green,Low,,Low,No
1005.8,Cirrus,East,47.9,Blue,Low,Decline,Low,No
1013.4,Cumulonimbus,East,70.7,Orange,Low,Stable,High,Yes
1006,Cumulonimbus,East,78.8,Green,Low,Decline,Low,No
1012.3,Cumulonimbus,East,63.1,Blue,High,Rise,Low,Yes
1024.7,Cirrus,South,76.8,Green,High,Decline,High,No
1005.1,Cirrus,South,79.3,Green,High,Stable,High,No
1003.5,Cumulonimbus,West,41.7,Orange,High,Stable,High,Yes
1012.4,Cumulonimbus,West,63.4,Orange,High,Decline,Low,Yes
1004.8,Cumulonimbus,South,79.9,Green,High,Stable,Low,No
1012.6,Stratus,East,64.6,,Low,Decline,Low,Yes
1006.1,Cirrus,South,76,Blue,High,Stable,High,No
1004.4,Cirrus,South,76.9,Green,High,Stable,High,No
1013,Cumulonimbus,East,70.1,Orange,Medium,Stable,High,Yes
1003.4,Cumulonimbus,East,83,Blue,Low,Decline,Low,No
1006.7,Cirrus,,84.2,Green,High,Decline,High,No
1020.6,Stratus,East,78.5,Green,High,Rise,Medium,No
1005.6,Stratus,South,41.1,Green,High,Stable,High,No
1011.8,Cumulonimbus,East,72.3,Orange,Medium,Stable,Medium,Yes
1011.3,Cumulonimbus,East,50.8,Orange,Medium,Rise,Low,Yes
1013.4,Cumulonimbus,East,58.8,Orange,Low,,Low,Yes
1011.7,Cumulonimbus,West,67.9,Orange,High,Rise,High,Yes
1004.7,Stratus,East,77.1,Blue,Low,Stable,Low,No
1003.4,Cumulonimbus,West,83.7,Gray,High,Decline,Low,No
1013.7,Cumulonimbus,South,64.9,Orange,High,Stable,High,Yes
1013,Cumulonimbus,West,57.3,Blue,High,Stable,High,Yes
1011.5,Cumulonimbus,East,59,Orange,Low,Stable,Low,Yes
1006.5,Cirrus,East,79.1,Green,Low,Decline,Low,No
1013.3,Stratus,South,64.4,Orange,High,Stable,High,Yes
1004.4,Cumulonimbus,South,84.8,Gray,High,Stable,High,No
1011.5,Cumulonimbus,East,62.5,,Low,Decline,Medium,Yes
1003.1,Cumulonimbus,North,67.5,Orange,Low,Stable,Low,Yes
1003.9,Cirrus,East,46.1,Green,Low,Decline,Low,No
1011.8,Cirrus,South,53.1,Blue,High,Stable,Medium,Yes
1020,Stratus,East,79.9,Gray,Low,Decline,Low,No
1002.9,Stratus,West,75.7,Green,High,Stable,High,No
1020.4,Cirrus,North,84.7,Green,Low,Decline,Low,No
1006.3,Cirrus,South,81.7,Green,High,Rise,High,No
1022.4,Cirrus,,78.7,Green,Medium,Stable,High,No
1013.7,Cirrus,North,68.5,Blue,Low,Decline,Low,Yes
1011.2,Cirrus,North,72,Orange,Low,Decline,Low,Yes
1002.6,Cirrus,East,80.3,Gray,High,Stable,Medium,No
1004.7,Stratus,East,79.7,Green,Low,,Low,No
1012.9,Cumulonimbus,East,55.8,Orange,Medium,Decline,High,Yes
1005.2,Cumulonimbus,South,62,Blue,High,Stable,High,Yes
1005.5,Cirrus,East,41.8,Blue,Low,Decline,Medium,No
1018.9,Cumulonimbus,West,75.8,Green,High,Rise,Low,No
1006.9,Cirrus,East,82.5,,Low,Decline,Low,No
1013.5,Stratus,West,60,Orange,Low,,High,Yes
1013.4,Stratus,West,65.8,Orange,Medium,,Low,Yes
1004.6,Stratus,South,83.4,Green,Low,Stable,High,No
1011.7,Cumulonimbus,East,67.2,Orange,Low,Decline,High,Yes
1011.3,Cumulonimbus,East,71.3,,Low,Decline,Low,Yes
1006,Cirrus,South,80.7,Green,High,Rise,High,No
1013.1,Cumulonimbus,East,68,Orange,High,Decline,High,Yes
1003.5,Stratus,East,79.3,Green,Low,Decline,Low,No
1002.1,Cirrus,South,84.8,Green,High,Stable,Medium,No
1013.8,Cumulonimbus,South,59,Orange,Medium,Decline,High,Yes
1005,Cirrus,West,53.5,Orange,Low,Decline,High,Yes
1012.3,Cumulonimbus,East,52,,Medium,Rise,Low,Yes
1002.5,Cumulonimbus,West,84.7,Gray,Low,Decline,Low,No
1012.8,Cirrus,South,53.3,Orange,High,Stable,Low,Yes
1004.6,Cirrus,South,79.3,Green,High,Rise,High,No
1013.1,Cumulonimbus,East,63.4,Orange,Medium,Decline,High,Yes
1013.1,Cumulonimbus,West,55.7,Orange,High,Decline,Medium,Yes
1011.7,Cirrus,East,67.2,Blue,High,Decline,Low,Yes
1018.5,Cirrus,South,83,Green,High,Stable,High,No
1011.6,Cumulonimbus,South,54.7,Orange,High,Decline,High,Yes
1011.8,Cumulonimbus,South,73.2,Orange,Medium,Stable,High,Yes
1013.1,Cumulonimbus,East,60.1,Gray,Low,Stable,Low,Yes
1006.7,Stratus,East,80.7,Green,High,Decline,Low,No
1006.3,Stratus,East,83.1,Green,Low,Decline,Low,No
1012.7,Cirrus,East,54.9,Orange,Medium,Decline,Low,Yes
1006.1,Cumulonimbus,East,81,Green,Low,Rise,Low,No
1021,Cirrus,South,84.8,Green,High,Decline,High,No
1004.6,Cirrus,West,77.6,Green,Medium,Stable,Medium,No
1012.7,Cumulonimbus,,72.3,Orange,High,Rise,Low,Yes
1002,Cirrus,South,75.2,Green,High,Stable,Low,No
1013,Cumulonimbus,East,41.2,Gray,Low,Decline,Low,Yes
1006.7,Cirrus,South,79.7,,High,Stable,High,No
1004.1,Cirrus,East,76.3,Green,Low,Decline,Medium,No
1004.5,Cirrus,South,45.9,Green,High,Stable,Medium,No
1022,Cirrus,South,78.5,Green,High,Stable,High,No
1011.3,Cumulonimbus,,55.8,Orange,Medium,Decline,Low,Yes
1004.5,Stratus,South,75.9,Green,Medium,Rise,Low,No
1004.4,Cirrus,East,75.2,Green,Medium,Decline,Medium,No
1024.3,Cirrus,South,81.7,Green,High,Rise,High,No
1006.2,Cirrus,East,76.4,Gray,Medium,Decline,Low,No
1002.2,Cirrus,,79.6,,Low,Decline,Low,No
1006.5,Cirrus,South,48.1,Gray,High,Stable,High,No
1005.2,Cumulonimbus,East,77.1,Green,High,Stable,Low,No
1003,Cirrus,South,43.8,Green,High,Stable,High,No
1011.9,Cumulonimbus,East,70.3,Orange,Medium,Decline,Low,Yes
1005.4,Cirrus,South,45.2,Green,High,Stable,High,No
